Lessonid,Description,Courseid,Id
49,49. Flex Properties,38,8012
49,49. About Section With Accordion,39,8035
49,49. Tooltips,40,8250
49,49. Posicionamiento Flotante,41,8442
49,49. Proyecto CSS - BBC News (2),42,8679
49,49. Medidas Porcentuales,46,9340
49,49. Read from the Database,43,8929
49,49. takeWhile,45,9074
49,"49. 49. Self, eliminar propiedades y objetos",47,9536
49,49. 49. Combinar Capas y Aplanar Imagen,49,9820
50,50. 50. Herramienta De Corte,49,9821
50,50. 50. Herencia,47,9537
50,50. takeUntil,45,9073
50,50. The IDisposable interface and Using statements,43,8930
50,50. Colores con Palabras Reservadas,46,9338
50,50. Proyecto CSS - BBC News (3),42,8680
50,50. Visualizacion,41,8443
50,50. Flexbox en Boostrap (Parte I),40,8251
50,50. Authors Area,39,8034
50,50. Flex Alignment &amp; Justify,38,8011
50,50. La Fluent API,36,7831
50,50. Ejemplo de Genérics,35,7730
50,50. Adding a sandbox area for experimenting with the code,34,7545
50,50. Creating an activity dashboard,33,7269
50,50. Configuraciones Generales - Columnas,32,7049
50,50. Validaciones Personalizadas,31,7037
50,50. Utilizando Include,30,6880
50,50. Métodos de búsqueda,29,6573
50,50. Introduction to Angular template forms,25,5099
50,50. Transiciones,28,6340
50,50. Creating a test controller for errors,24,4801
50,50. Uso de create-react-app,22,4507
50,50. Implementar Snackbar en Login - Parte 2,21,4367
50,50. Estructura del Proyecto,20,4166
50,50. Implementar TDD en CQRS y NET,18,4070
50,50. Actualizar Librerias en Proyectos,17,3928
50,50. Elemento Compartido Button,14,3570
50,50. Continuous Integration(CI) usando ASP.NET Core / Github/ Azure DevOps,15,3723
50,50. More About the CSS Animation Property,12,3279
50,50. Estructura del Proyecto,13,3406
50,50. Observing Attribute Changes,11,3169
50,50. Using Basic Ionic Components,10,2888
50,50. Useful Resources &amp; Links,8,2337
50,50. Removing Anonymous Volumes,9,2628
50,50. Using the Components,3,1139
50,50. Arrow Functions,2,788
50,50. Importing Scripts Correctly with defer &amp;<br><span>async</span>,1,454
50,50. A Closer Look at the useState Hook,5,1625
50,50. Adding Monose,6,1912
50,50. Using lookUp() for Merging Reference Relations,7,2067
51,51. Planning the Example Exercise,7,2068
51,51. Understanding Monose Schemas &amp; Models,6,1913
51,51. State can be updated in many ways!,5,1624
51,51. Importing JavaScript - Summary,1,455
51,51. Default Function Parameters,2,765
51,51. Adding a Navigation Bar,3,1138
51,51. Getting Started With Bind Mounts (Code Sharing),9,2629
51,51. Module Introduction,8,2336
51,51. More Basic Components,10,2887
51,51. Adjusting the Component Behaviour Upon Attribute Changes,11,3170
51,51. Crear Formulario con Angular y Material Design,13,3405
51,51. Using the Animation Property to Add Animations,12,3278
51,51. Docker en arquitecturas microservices,15,3722
51,51. Implementar Control Button,14,3569
51,51. Preparando mi proyecto antes de la migracion,17,3929
51,51. Crear Formulario con Angular y Material Design,20,4190
51,51. Crear mensaje de notificacion en Login - Parte 1,21,4368
51,51. Estructura de un proyecto React,22,4533
51,51. Creating a consistent error response from the API,24,4800
51,51. Animaciones con CSS3,28,6368
51,51. Introduction to Angular services,25,5100
51,51. Funciones de reemplazo,29,6572
51,51. Relación Muchos a Muchos,30,6881
51,51. Editando Géneros,31,7023
51,51. Configurando Relaciones,32,7047
51,51. Creating an activity list,33,7268
51,51. Redux Actions,34,7546
51,51. Diapositivas - Resumen de la Sección Generics,35,7729
51,51. Relaciones en Entity Framework Core,36,7804
51,51. Project Intro,38,8010
51,51. Contact &amp; Footer,39,8033
51,51. Flexbox en Boostrap (Parte II),40,8277
51,51. [PRACTICA] Galería de Imágenes,41,8444
51,51. Proyecto CSS - BBC News (4),42,8708
51,51. Colores con RGB decimal,46,9312
51,51. Data Binding,43,8931
51,51. skip,45,9072
51,51. 51. Ejercicio de herencia,47,9538
51,51. 51. Herramienta De Corte No Destructiva,49,9822
52,52. 52. Herramienta De Corte Para Agregar Lienzo,49,9823
52,52. 52. Extendiendo el m�todo init del padre,47,9539
52,52. distinct,45,9044
52,52. ListView,43,8932
52,52. Colores con RGB Hexadecimal,46,9311
52,52. Proyecto CSS - BBC News (5),42,8709
52,52. Sombras,41,8445
52,52. Flexbox en Boostrap (Parte III),40,8278
52,52. Project Intro,39,8032
52,52. Header HTML &amp; Navbar Styles,38,8009
52,52. Documentación. Presentaciones - Sección 5. Entity Framework Core,36,7803
52,52. Códi Fuente - Sección Generics,35,7728
52,52. Action Creators,34,7547
52,52. Creating a details view,33,7267
52,52. Validaciones con Anotaciones de Datos,32,7046
52,52. Filtro de Películas - Plantilla,31,7030
52,52. Insertando Datos en una Relación Muchos a Muchos,30,6882
52,52. Plantillas de Texto en Javascript,29,6571
52,52. Injecting services into components,25,5101
52,52. Proyecto completo con HTML y CSS - ¿Que aprenderás?,28,6370
52,52. Adding a not found endpoint error handler,24,4799
52,52. Iniciar y Detener una aplicacion React,22,4534
52,52. Crear mensaje de notificacion en Login - Parte 2,21,4369
52,52. Flex en Angular,20,4165
52,52. Crear Archivos de Migracion,17,3930
52,52. B_Input Element en Angular,14,3575
52,52. Instalacion y configuracion de Docker,15,3721
52,52. Project: Your Challenge!,12,3277
52,52. Flex en Angular,13,3404
52,52. Using disconnectedcallback,11,3171
52,52. Component Cateries,10,2893
52,52. Using Multiple CSS Classes &amp; Combined Selectors,8,2335
52,52. Bind Mounts - Shortcuts,9,2630
52,52. Alternative Non-Collapsable Navigation Bar,3,1137
52,52. The Spread Operator (...),2,791
52,52. Wrap Up,1,456
52,52. Adding Form Inputs,5,1623
52,52. Creating a POST Instance,6,1914
52,52. Implementing the Example Exercise,7,2069
53,53. Understanding Schema Validation,7,2070
53,53. Connecting our Node Express App to MonDB,6,1915
53,53. Listening to User Input,5,1622
53,53. Useful Resources &amp; Links,1,457
53,53. Rest Parameters,2,792
53,53. Creating a Recipe Model,3,1136
53,53. Combining &amp; Merging Different Volumes,9,2631
53,53. Classes or IDs?,8,2341
53,53. Using the Ionic Grid,10,2903
53,53. Adding a Render Method,11,3156
53,53. Flex en Formularios,13,3403
53,53. Project: Implementing an Animated Loading Bar,12,3276
53,53. Registrarse en Docker Hub,15,3720
53,53. Creacion de Elementos Input,14,3585
53,53. Configura WebAPI para ejecutar el archivo de migracion,17,3931
53,53. Flex en Formularios,20,4138
53,53. Agregar logica en sesion del componente Registrar Usuario,21,4370
53,53. Sistemas de Modulos Javascript,22,4535
53,53. Creating Exception handler middleware,24,4798
53,53. Using conditionals to show and remove content,25,5102
53,53. Arrays básicos,29,6577
53,53. Introducción al proyecto de maquetación con HTML 5 y CSS 3,28,6421
53,53. Usando Include y ThenInclude,30,6883
53,53. Filtro de Películas - Lógica,31,7022
53,53. Introducción al Módulo 6 - Herramientas de Entity Framework Core,32,7045
53,53. Creating an Activity form,33,7273
53,53. Redux Dev Tools,34,7548
53,53. Interfaces. Parte I,35,7727
53,53. Amplia tus conocimientos,36,7802
53,53. Hero Section &amp; Overlay,38,8008
53,53. Showcase With Carousel,39,8031
53,53. Enlaces coloreados,40,8279
53,53. Bordes y Bordes Redondeados,41,8446
53,53. Proyecto CSS - BBC News (6),42,8710
53,53. Colores con RGB Porcentual,46,9310
53,53. Updating and Deleting from Table,43,8933
53,53. distinctUntilChanged,45,9043
53,53. 53. Introducci�n,47,9540
53,53. 53. Herramienta para Tamaño de Lienzo Preciso,49,9824
54,54. 54. Herramienta De Corte con Perspectivas,49,9825
54,54. 54. Creando e importando un m�dulo,47,9541
54,54. distinctUntilKeyChanged,45,9042
54,54. Getting iOS Project ready for Maps,43,8934
54,54. Colores con HSL,46,9309
54,54. Proyecto CSS - BBC News (7),42,8711
54,54. Pseudo-clases,41,8447
54,54. Ratios,40,8280
54,"54. Home Icons, Heading &amp; Info Sections",39,8037
54,54. Icons &amp; Solutions Sections,38,8007
54,54. Introducción a Identity. Parte I,36,7776
54,54. Interfaces. Parte II,35,7726
54,54. Creating the event reducer,34,7549
54,54. Selecting an activity to view,33,7283
54,54. Comando Get-Help,32,7044
54,54. Filtro de Películas - Query Strings,31,7012
54,54. Corrigiendo el Null - Herencia,30,6884
54,54. Arrays avanzados,29,6587
54,54. Using the angular bootstrap components - dropdown,25,5103
54,54. Recursos para este proyecto,28,6371
54,54. Improving the validation error responses,24,4797
54,54. Mostrando contenido mediante un Componente Function,22,4562
54,54. Agregar componentes a la barra de navegacion - Parte 1,21,4371
54,54. Agregar boton submit a Form,20,4136
54,54. Configura Core Identity en WebAPI,17,3932
54,54. Creacion de Elemento Form-Field,14,3593
54,54. Creacion de Docker Containers,15,3719
54,54. Project: Transitioning Border Colors,12,3275
54,54. Agregar boton submit a Form,13,3402
54,54. Wrap Up,11,3155
54,54. Adding Icons &amp; Using Slots,10,2911
54,54. (Not) using !important,8,2350
54,54. A NodeJS-specific Adjustment: Using Nodemon in a Container,9,2632
54,54. Adding Content to the Recipes Components,3,1135
54,54. Array &amp; Object Destructuring,2,793
54,54. Module Introduction,1,458
54,54. Working with Multiple States,5,1621
54,54. Storing Data in a Database,6,1916
54,54. Adding Collection Document Validation,7,2071
55,55. Changing the Validation Action,7,2072
55,55. Fetching Data From a Database,6,1901
55,55. Using One State Instead (And What's Better),5,1620
55,55. Efficient Development &amp; Debugging - An<br><span>Overview</span>,1,459
55,55. How Code Gets Compiled &amp; Wrap Up,2,794
55,55. Outputting a List of Recipes with ngFor,3,1134
55,55. Volumes &amp; Bind Mounts: Summary,9,2633
55,55. Selecting the Opposite with :not(),8,2351
55,55. Using CSS Utility Attributes,10,2904
55,55. Useful Resources &amp; Links,11,3154
55,55. Validaciones en Angular,13,3401
55,55. Project: Animating the Selection (marked) of List Items,12,3274
55,55. Configurar servicio local de postgres,15,3718
55,55. Elemento Form-Field - Parte 2,14,3586
55,55. Registra un usuario en Core Identity,17,3962
55,55. Validaciones en Angular,20,4135
55,55. Agregar componentes a la barra de navegacion - Parte 2,21,4372
55,55. Que es JSX,22,4563
55,55. Adding Swagger for documenting our API,24,4796
55,55. Estructura del proyecto web,28,6398
55,55. Introduction to observables,25,5104
55,"55. Recorrer arrays: for, forEach",29,6595
55,55. Creando Recursos con POST,30,6885
55,55. Formulario Actores,31,7006
55,55. Comando Add-Migration,32,7043
55,55. Displaying the create/edit form,33,7291
55,55. RRF 6-9 Creating a root reducer,34,7579
55,55. Delegados,35,7725
55,55. Introducción a Identity. Parte II,36,7774
55,55. Cases &amp; Blog Sections,38,8006
55,55. Video Section With Autoplay Modal,39,8046
55,55. Clases de posicionamiento,40,8281
55,55. Pseudo-elementos,41,8448
55,55. CSS externos,42,8739
55,55. Colores con Transparencia,46,9308
55,55. Getting Android Project ready for Maps,43,8935
55,55. Códi fuente de la sección,45,9041
55,55. 55. Renombrando m�dulos,47,9542
55,55. 55. Herramienta De Corte y Alineación,49,9826
56,56. 56. Herramienta de Transformación Libre,49,9827
56,56. 56. Seleccionando lo importado,47,9543
56,56. Introducción a la sección,45,9013
56,56. Restricting API Key,43,8936
56,56. Modelo de Caja,46,9307
56,56. Documentación adicional - CSS,42,8740
56,56. Listas,41,8449
56,56. Elementos visualmente ocultos,40,8282
56,56. Photo Gallery &amp; Newsletter,39,8047
56,56. Finishing The Homepage,38,8005
56,56. Operaciones CRUD Usuarios. Parte I,36,7773
56,56. Métodos Anónimos,35,7695
56,56. Getting events from the redux store,34,7581
56,56. Editing an activity and form basics in React,33,7284
56,56. Comando Update-Database,32,7042
56,56. Componente Selector de Imágenes,31,7007
56,56. Actualizacion Completa de Recursos con PUT,30,6886
56,56. Arrays multidimensionales,29,6588
56,56. Persisting the login,25,5105
56,56. HTML básico y favicon,28,6399
56,56. Improving the swagger documentation,24,4795
56,56. Convertir HTML a JSX,22,4564
56,56. Agregar componentes a la barra de navegacion - Parte 3,21,4373
56,56. Implementar validaciones en evento submit,20,4134
56,56. Registrar un usuario en Core Identity Parte 2,17,3964
56,56. Regex en Angular,14,3600
56,56. Docker Container para servicio de Postgres,15,3717
56,56. Transitions vs Animations vs Angular Animations,12,3273
56,56. Implementar validaciones en evento submit,13,3400
56,56. Module Introduction,11,3145
56,56. Using Ionic Elements like Normal HTML Elements,10,2918
56,56. CSS &amp; Browser Support,8,2352
56,56. A Look at Read-Only Volumes,9,2634
56,56. Displaying Recipe Details,3,1104
56,56. Useful Resources &amp; Links,2,795
56,56. Configuring the IDE Look &amp; Feel,1,443
56,56. Updating State That Depends On The Previous State,5,1619
56,56. Wrap Up,7,2073
56,56. Transforming Response Data,6,1917
57,57. Useful Resources &amp; Links,7,2074
57,57. Deleting Documents,6,1900
57,57. Handling Form Submission,5,1618
57,57. Using Shortcuts,1,442
57,57. Module Introduction,2,796
57,57. Working on the ShoppingListComponent,3,1131
57,57. Managing Docker Volumes,9,2635
57,57. Wrap Up,8,2367
57,57. Validating User Input,10,2917
57,57. Creating the Basics Modal Component,11,3139
57,57. Agregar SideNavBar Componente,13,3399
57,57. Want to use Angular 2 instead of Angular 4?,12,3272
57,57. Deploy Microservice Net Core en Docker Container,15,3716
57,57. Control Password,14,3599
57,57. Crear metodo Login,17,4019
57,57. Agregar SideNavBar Componente,20,4133
57,57. Trabajando en la session de la barra de navegacion,21,4374
57,57. Estilos en linea con JSX,22,4565
57,57. Cleaning up the Startup class,24,4810
57,57. HTML de la cabecera,28,6400
57,57. Using the async pipe,25,5106
57,57. Operaciones con arrays,29,6602
57,57. Actualizando Libros y sus Autores,30,6887
57,57. Componente Markdown,31,7008
57,57. Comando Remove-Migration,32,7041
57,57. Handle create and edit submission,33,7298
57,57. Evento,35,7694
57,57. Dispatching event actions,34,7636
57,57. Operaciones CRUD Usuarios. Parte II,36,7772
57,57. Responsive Media Queries,38,8004
57,57. Page Header &amp; About Section,39,8048
57,57. Enlaces alargados,40,8283
57,57. [PRACTICA] Diseñando un menú de navegación horizontal,41,8450
57,57. Referencia 2 - CSS,42,8741
57,57. Tamaño de un Elemento HTML,46,9306
57,57. Displaying Maps from XAML,43,8937
57,57. Temas puntuales de la sección,45,9012
57,"57. 57. pip, posible error y soluci�n en MacOS",47,9544
57,57. 57. Menú Transformación y Opciones de Herramienta,49,9828
58,58. 58. Revision Panel Histogram,49,9829
58,"58. 58. Usando PIP, instalando, usando, listando y eliminando m�dulos</div>",47,9545
58,58. debounceTime,45,9011
58,58. Displaying the Users Location,43,8939
58,58. Margin y Padding,46,9305
58,58. Introducción a la Sección de Javascript,42,8742
58,58. Tablas,41,8451
58,58. Fondos,40,8284
58,58. Icon Boxes &amp; Testimonial Slider,39,8063
58,58. Inner Pages,38,8003
58,58. Políticas de Usuario en Identity. Parte I,36,7771
58,58. Estructuras,35,7693
58,58. Using a GUID for the activity id,33,7297
58,58. Clean up,34,7582
58,58. Comando Scaffold-DbContext,32,7048
58,58. Formulario Cines,31,7009
58,58. HTTP Patch y JSON Patch,30,6888
58,58. Convertir un string en un array,29,6601
58,58. Adding a home page,25,5107
58,58. Estilos de la cabecera,28,6401
58,58. Summary of section 5,24,4811
58,58. Convertir estilos html a formato JSX,22,4566
58,58. Agregar lista de menus en la seccion derecha de la barra de navegacion - Parte 1,21,4375
58,58. Toolbar en nuestra App,20,4132
58,58. Validacion al Login en Aplicacion,17,3965
58,58. Modelo Frontend,14,3598
58,58. SQL Server running en Linux Container,15,3715
58,58. Module Introduction,12,3271
58,58. Toolbar en nuestra App,13,3398
58,58. Adding the Modal Container,11,3140
58,58. Creating Ionic Elements Programmatically,10,2916
58,58. Useful Resources &amp; Links,8,2366
58,58. Using COPY vs Bind Mounts,9,2636
58,58. Creating an Ingredient Model,3,1103
58,58. What are Classes?,2,797
58,58. Working with Auto-Completion &amp; IDE Hints,1,441
58,58. Adding Two-Way Binding,5,1617
58,58. Updating the Frontend after Deleting Posts,6,1898
58,58. Module Introduction,7,2075
59,59. Finding Available Options,7,2076
59,59. Adding Posts with an ID,6,1883
59,59. Child-to-Parent Component Communication (Bottom-up),5,1616
59,59. Installing IDE Extensions,1,440
59,59. Creating a First Class,2,798
59,59. Creating and Outputting the Shopping List,3,1073
59,59. Don't COPY Everything: Using dockerignore Files,9,2637
59,59. Module Introduction,8,2365
59,59. Finishing Up the Base JavaScript Logic,10,2915
59,59. Styling the Modal Elements,11,3141
59,59. Agregar estilos al toolbar,13,3397
59,59. How Animations work in Angular,12,3270
59,59. Deploy Microservice Net Core en Docker Container,15,3714
59,59. Modelos en el Frotend,14,3597
59,59. Creando mi propio Controller personalizado,17,3994
59,59. Agregar estilos al toolbar,20,4131
59,59. Agregar lista de menus en la seccion derecha de la barra de navegacion - Parte 2,21,4376
59,59. Diferencia entre class y className,22,4567
59,59. Introduction,24,4812
59,59. Fuentes personalizadas en CSS,28,6402
59,59. Adding a register form,25,5108
59,59. Ordenar arreglos,29,6600
59,59. Actualizando Solo Algunos Campos con HTTP PATCH,30,6889
59,59. Introducción a Leaflet - Componente de Mapas,31,7010
59,59. Comando Drop-Database,32,7059
59,59. Scroll to top,34,7611
59,59. Deleting an activity,33,7296
59,59. Clases Abstractas,35,7692
59,59. Políticas de Usuario en Identity. Parte II,36,7770
59,59. Navbar &amp; Lightbox Effects,38,8002
59,59. Services Page With FAQ Accordion,39,8062
59,59. Bordes,40,8285
59,59. [PRACTICA] Diseñando un formulario de Contacto,41,8452
59,59. ¿Qué es Javascript?,42,8743
59,59. Display,46,9304
59,59. Handling Location Changes,43,8949
59,59. throttleTime,45,9010
59,59. 59. Introducci�n,47,9546
59,59. 59. Capas De Ajuste,49,9830
60,60. 60. Ajuste De Niveles,49,9831
60,60. 60. Leyendo archivos,47,9547
60,60. sampleTime,45,9009
60,60. Exploring the Foursquare API,43,8940
60,"60. Position Static, Relative, Absolute y Fixed",46,9313
60,60. Javascript interno,42,8744
60,60. Propiedad Transform,41,8453
60,60. Overflow,40,8286
60,60. Blog Page With Cards,39,8061
60,60. Extra - Adding a Favicon,38,8001
60,60. Autenticación de Usuarios. Parte I,36,7769
60,60. Doc - Constructores y Destructores,35,7662
60,60. Summary of section 5,33,7295
60,60. Summary of section 6,34,7612
60,60. Comando Get-DbContext,32,7068
60,60. Leaflet y Formularios,31,7011
60,60. Borrando Recursos,30,6890
60,60. Recorrer arreglos: for in,29,6599
60,60. Parent to child communication,25,5109
60,60. HTML del menú,28,6403
60,60. Adding a sorting specification class,24,4813
60,60. Referencia a variables JS en JSX,22,4568
60,60. Agregar lista de menus en la seccion derecha de la barra de navegacion - Parte 3,21,4359
60,60. Angular responsive,20,4130
60,60. Agregar Controller Login,17,3995
60,60. Control Select - Combobox,14,3596
60,60. MySql running en Docker Container,15,3713
60,60. Browser Support &amp; Polyfills,12,3269
60,60. Angular responsive,13,3396
60,60. Adding Some General App Logic,11,3142
60,60. Finalizing the Layout,10,2914
60,60. Adding Style to our Plans,8,2364
60,60. Adding more to the .dockerignore File,9,2638
60,60. Adding a Shopping List Edit Section,3,1071
60,60. Compiling to JavaScript,2,799
60,60. Tweaking Editor Settings,1,425
60,60. Lifting The State Up,5,1584
60,60. Section Resources,6,1884
60,60. Setting dbpath &amp; logpath,7,2077
61,61. Exploring the MonDB Options,7,2078
61,61. Module Introduction,6,1885
61,61. Utilizing Different IDE Views,1,426
61,61. Constructor Functions &amp; The this Keyword,2,800
61,61. Wrap Up &amp; Next Steps,3,1070
61,61. Working with Environment Variables &amp; .env Files,9,2639
61,61. Working on the Recommended Plan,8,2363
61,61. Use the right Ionic Import,10,2913
61,61. Opening the Modal via CSS,11,3143
61,61. Unlocking Animations with the Right Module,12,3237
61,61. Agregar Menu a la barra de navegacion,13,3395
61,61. NET Core Microservice en Docker Container,15,3712
61,61. Control Checkbox - Parte 1,14,3595
61,61. Filtrar data de usuario,17,3996
61,61. Agregar Menu a la barra de navegacion,20,4129
61,61. Agregar lista de menus en la seccion izquierda - Parte 1,21,4358
61,61. Valores que no puede mostrar JSX,22,4569
61,61. Adding a sorting specification part 2,24,4829
61,61. CSS del menú de navegación,28,6404
61,61. Child to parent communication,25,5110
61,61. Buscar en un array,29,6598
61,61. Introducción al Módulo 6,30,6891
61,61. Comando Script-Migration,32,7060
61,61. Formulario Películas,31,7013
61,61. Introduction,34,7613
61,61. Introduction,33,7294
61,61. Espacios de Nombres,35,7661
61,61. Autenticación de Usuarios. Parte II,36,7768
61,61. Types Of Web Hosting,38,8000
61,61. Contact &amp; Staff Sections,39,8060
61,61. Sombras,40,8287
61,61. Transiciones,41,8471
61,61. Accediendo a los elementos,42,8745
61,61. Float y Clear,46,9303
61,61. Creating URL for REST Request,43,8941
61,61. sample,45,9008
61,61. 61. Escribiendo en los archivos,47,9548
61,61. 61. Máscaras de Capa de Ajuste,49,9832
62,62. 62. Aplicando Ajustes a Layers Puntuales,49,9833
62,62. 62. Eliminando archivos y carpetas,47,9549
62,62. auditTime,45,9007
62,62. Preparing Projects,43,8942
62,62. Visibilidad,46,9301
62,62. Respondiendo al evento clic,42,8746
62,62. Animaciones,41,8487
62,62. Tamaños,40,8288
62,62. Project Intro,39,8059
62,62. Shared Hosting Setup,38,7999
62,62. Roles en Identity. Parte I,36,7767
62,62. Doc - Instrucción Using,35,7660
62,62. Setting up axios,33,7293
62,62. Setting up Formik,34,7614
62,62. Binding de Doble Vía,31,7020
62,62. Introducción al Módulo 7 - Pruebas Automáticas,32,7076
62,62. Introducción a las Configuraciones,30,6892
62,62. Ejercicios de Arrays y Funciones,29,6597
62,62. Hooking up the register method to the service,25,5111
62,62. Efecto hover en el menú,28,6405
62,62. Working around the decimal problem in Sqlite,24,4828
62,62. Nombres de propiedades prohibidas en JSX,22,4570
62,62. Agregar lista de menus en la seccion izquierda - Parte 2,21,4357
62,62. Creacion de componente barra de menu,20,4128
62,62. Que son los JWT?,17,3997
62,62. Control Checkbox - Parte 2,14,3601
62,62. Comunicacion entre Docker Containers Microservices,15,3729
62,62. Getting Started with Triggers and States,12,3282
62,62. Creacion de componente barra de menu,13,3362
62,62. Public Methods &amp; Properties,11,3144
62,62. Using Controller Components,10,2919
62,62. Styling the Badge with border-radius,8,2362
62,62. Environment Variables &amp; Security,9,2640
62,62. Understanding Angular Error Messages,3,1069
62,62. private and public Access Modifiers,2,801
62,62. Finding Help &amp; Working with MDN,1,427
62,62. Adding Routing,6,1886
62,62. MonDB as a Background Service,7,2079
62,62. Module Resources,5,1583
63,63. Module Introduction,5,1582
63,63. Using a Config File,7,2080
63,63. Styling Links,6,1887
63,63. The ECMAScript Standard,1,428
63,63. Shorthand Initialization,2,802
63,63. Debugging Code in the Browser Using Sourcemaps,3,1068
63,63. Styling our List,8,2361
63,63. Why Angular?,10,2912
63,63. Using Build Arguments (ARG),9,2674
63,63. Understanding Named Slots,11,3146
63,63. Which Properties are Animatable?,12,3236
63,63. Creacion de Formulario Login,13,3361
63,63. Crear Proyecto API Gateway,15,3731
63,63. Control Radio,14,3594
63,63. Crear Proyecto Seguridad,17,3998
63,63. Creacion de Formulario Login,20,4127
63,63. Crear componente Router de seguridad,21,4347
63,63. Principios de los componentes,22,4571
63,63. Adding filtering functionality,24,4827
63,63. Menús desplegables,28,6406
63,63. Section 5 summary,25,5112
63,63. Javascript moderno en profundidad - ¿Que aprenderé?,29,6603
63,63. Ejemplo de IConfiguration,30,6893
63,63. Componente de Selección Múltiple - Selector de Géneros,31,7014
63,63. Conceptos Básicos,32,7075
63,63. Formik with less code,34,7615
63,63. Axios types,33,7299
63,63. Doc - Tuplas,35,7659
63,63. Roles en Identity. Parte II,36,7766
63,63. Hosting Company Links,38,7966
63,63. Navbar &amp; Main Header,39,8058
63,63. Introducción al proyecto,40,8289
63,63. Como utilizar fuentes personalizadas,41,8488
63,63. Cambiando el contenido del sitio web,42,8747
63,63. PseudoElementos,46,9300
63,63. Making HTTP Get Requests,43,8943
63,63. Códi fuente de la sección,45,9006
63,63. 63. Introducci�n,47,9550
63,63. 63. Aplicando Ajustes a Grupos de Layer,49,9834
64,64. 64. Ajustes de Curvas,49,9835
64,64. 64. Ejercicio 1,47,9551
64,64. Introducción a la sección,45,9005
64,64. Venue model from JSON,43,8944
64,64. PseudoClases de Enlaces,46,9299
64,64. Manipulando estilos con Javascript,42,8748
64,64. [PRACTICA] Diseñando una Plantilla con Float,41,8489
64,64. Iniciando el portafolio,40,8290
64,64. Add Buttons &amp; Modals,39,8057
64,64. Setting Up Email,38,8028
64,64. Roles en Identity. Parte III,36,7765
64,64. Doc - Assembly,35,7658
64,64. Adding loading indicators,33,7292
64,64. Form validation,34,7616
64,64. Pruebas Automáticas,32,7074
64,64. Selector de Cines,31,7015
64,64. Usando el AppSettings,30,6894
64,64. Introducción al DOM - Document Object Model en JavaScript,29,6596
64,64. Introduction,25,5114
64,64. HTML de la barra lateral,28,6407
64,64. Adding Pagination Part 1,24,4826
64,64. Descripcion de nuestra Aplicacion,22,4572
64,64. Crear Hook Componente Perfil de Usuario - Parte 1,21,4340
64,64. Crear Interface y Servicio de Seguridad,20,4137
64,64. Inyectar Servicio IJWT,17,3999
64,64. Control Date,14,3592
64,64. Instalacion de Ocelot y configuracion en Microservices y Docker,15,3750
64,64. Crear Interface y Servicio de Seguridad,13,3360
64,64. Assigning Triggers to Elements in the Template,12,3219
64,64. slotchange &amp; Getting Access to Slot Content,11,3153
64,64. Module Summary,9,2676
64,64. Useful Resources &amp; Links,10,2910
64,64. Working on the Title and the Price of our Packages,8,2360
64,64. Module Introduction,3,1067
64,64. readonly Properties,2,803
64,64. How to ogle Correctly,1,429
64,64. Client Side vs Server Side Routing,6,1888
64,64. Shell Options &amp; Help,7,2081
64,64. Rendering Lists of Data,5,1581
65,65. Using Stateful Lists,5,1549
65,65. Useful Resources &amp; Links,7,2100
65,65. Possible Error,6,1889
65,65. Debugging JavaScript - An Overview,1,430
65,65. Inheritance,2,804
65,65. Splitting Apps into Components,3,1066
65,65. Improving our Action Button,8,2359
65,65. Module Introduction,10,2909
65,65. Module Resources,9,2739
65,65. Closing the Modal with Modal Buttons,11,3147
65,65. Switching Trigger States Dynamically,12,3201
65,65. Implementando seguridad en Angular,13,3344
65,65. Ejecucion de Ocelet y Docker Microservices,15,3732
65,65. Ran de Fechas,14,3591
65,65. Crear Token,17,4000
65,65. Implementando seguridad en Angular,20,4126
65,65. Crear Hook Componente Perfil de Usuario - Parte 2,21,4341
65,65. Importacion de framework css en nuestro proyecto,22,4573
65,65. Adding Pagination Part 2,24,4825
65,65. CSS para la barra lateral,28,6408
65,65. Creating some more components,25,5147
65,65. Seleccionar y modificar elementos de la página,29,6594
65,65. Variables de Ambiente,30,6895
65,65. Selector de Actores - Componente Autocomplete,31,7016
65,65. Pruebas Unitarias,32,7073
65,65. Creating a reusable text input,34,7617
65,65. Posting data to the server,33,7290
65,65. Doc - Culture,35,7657
65,65. Propiedades de Usuarios,36,7775
65,65. Finishing The Dashboard,39,8056
65,65. Upload Your Site via FTP,38,7965
65,65. Encabezado,40,8291
65,65. [PRACTICA] Dándole estilos CSS a nuestro Layout 1.- Inicio y Header,41,8522
65,65. Mini Desafío - Desapareciendo círculos,42,8749
65,65. PseudoClases Globales,46,9298
65,65. Deserializing Json strings into C# objects,43,8945
65,65. Temas puntuales de la sección,45,9004
65,65. 65. Ejercicio 2,47,9552
65,65. 65. Ajuste Tono y Saturación,49,9836
66,66. 66. Ajuste Vibrance,49,9837
66,66. 66. Ejercicio 3,47,9553
66,66. Conceptos generales de una petición ajax usando Fetch,45,9014
66,66. Custom Cells,43,8946
66,66. BONUS: PseudoClases Avanzadas,46,9297
66,66. Variables,42,8750
66,"66. [PRACTICA] Dándole estilos CSS a nuestro Layout 2.- Main, Aside y Footer",41,8523
66,66. Slideshow,40,8292
66,66. BONUS: Contact Form Submission (PHP Script),38,7963
66,66. Resource Table Pages,39,8055
66,66. Reclamos. Claims. Parte I,36,7764
66,66. Doc - Tabla de Culturas,35,7656
